Date,Predicted_20%,Actual
2010-02-05,29.370879890759788,15.01
2010-02-05,21258.07310321335,20919.87
2010-02-05,4379.98683548991,3741.83
2010-02-05,667.178615777152,602.85
2010-02-05,1694.933667712984,1627.57
2010-02-05,37901.82653204055,39048.67
2010-02-05,113.9501333466787,140.8
2010-02-05,64677.48267726935,66780.63
2010-02-05,32774.15634774926,34139.84
2010-02-05,3122.105417608352,3280.0
2010-02-05,13763.168681245346,12772.85
2010-02-05,4372.122320870537,3739.91
2010-02-05,1137.754310920352,1158.0
2010-02-05,8556.695732782273,11875.84
2010-02-05,725.3059192747086,707.0
2010-02-05,4148.981301193962,4811.57
2010-02-05,6590.995828962052,8589.77
2010-02-05,21971.787069994727,22308.26
2010-02-05,12586.185142461874,10397.54
2010-02-05,13235.275751034693,12054.83
2010-02-05,3248.5515676182326,1618.63
2010-02-05,6710.115162039621,4084.86
2010-02-05,7239.597974818637,6558.67
2010-02-05,11779.752241861976,12431.14
2010-02-05,8869.946097685313,7727.75
2010-02-05,37522.78075186011,37496.33
2010-02-05,372.96992909022754,289.45
2010-02-05,3587.9559770624064,2707.31
2010-02-05,9099.286143066409,8747.47
2010-02-05,47705.59969447543,59961.68
2010-02-05,16290.607441464379,18435.27
2010-02-05,3571.297101161413,2825.5
2010-02-05,1925.8309139542348,1732.35
2010-02-05,51725.7808998326,58078.66
2010-02-05,7.405328797743433,9.97
2010-02-05,1079.6231149410673,1612.5
2010-02-05,2117.0200353597,1715.0
2010-02-05,4248.261474876767,4891.96
2010-02-05,812.5428609062072,849.7
2010-02-05,877.6614233107794,1029.6
2010-02-05,11232.698518484933,10157.56
2010-02-05,16929.574954926993,16879.21
2010-02-05,7.840109465391865,5.97
2010-02-05,4246.1377594284795,3476.16
2010-02-05,11976.18744582404,12636.72
2010-02-05,5809.5373537016385,5690.02
2010-02-05,289.6911375852312,318.39
2010-02-05,54.535130947930476,5.25
2010-02-05,107.26435873413088,126.38
2010-02-05,1469.9232692333403,1058.69
2010-02-05,6235.841185930525,6280.83
2010-02-05,11047.898907203311,8663.49
2010-02-05,1856.4991241178968,1470.46
2010-02-05,41167.08302157739,44229.09
2010-02-05,30611.772421123198,30052.25
2010-02-05,6905.588365813299,1409.9
2010-02-05,6174.507517820329,6510.88
2010-02-05,6311.154224598476,3853.85
2010-02-05,62048.16201125372,63964.12
2010-02-05,68966.7523645833,70593.01
2010-02-05,39923.34515299478,40389.37
2010-02-05,15233.131526971725,16121.22
2010-02-05,63548.35045270646,62424.14
2010-02-05,35.025658180622834,7.0
2010-02-05,40.53900440182005,5.0
2010-02-05,703.1544465330823,595.81
2010-02-05,11077.735719563805,10781.77
2010-02-05,124.63494169358488,84.84
2010-02-05,15695.436735864152,15694.17
2010-02-05,63.904993351868235,30.22
2010-02-05,1868.325483873156,1355.9
2010-02-05,29134.895672433035,27249.97
2010-02-05,911.4382548610145,1063.15
2010-02-05,4780.191725551061,5003.92
2010-02-05,2359.4150173645016,2481.15
2010-02-05,15513.720813453312,17592.31
2010-02-05,13003.194996663413,10472.62
2010-02-05,25210.658377255393,26323.15
2010-02-05,35311.367748511904,36414.63
2010-02-05,30597.24412148128,35034.06
2010-02-05,96.67601338237897,208.5
2010-02-05,4745.652233561198,5015.3
2010-02-05,1882.8014902324378,1914.38
2010-02-05,5706.165400902159,6918.2
2010-02-05,48424.44267517671,58637.68
2010-02-05,770.3844295312789,786.81
2010-02-05,18211.827540457587,19681.19
2010-02-05,19826.017787911547,21646.18
2010-02-05,4999.096765687971,4201.01
2010-02-05,14529.93747992815,15419.48
2010-02-05,1155.2582234453473,1261.02
2010-02-05,25182.461244458387,27062.95
2010-02-05,27719.29195982143,30790.93
2010-02-05,8322.76599789574,11338.78
2010-02-05,8051.35587902832,5926.11
2010-02-05,24217.13600551061,24316.52
2010-02-05,13831.62652471633,11010.94
2010-02-05,12497.463940650576,13930.35
2010-02-05,37034.97458868118,42920.03
2010-02-05,1642.4803257388164,1553.48
2010-02-05,13551.814985002791,14115.82
2010-02-05,103607.3859981399,114462.11
2010-02-05,20171.52503762091,20779.5
2010-02-05,14698.338829566592,18721.9
2010-02-05,46585.25540522695,50585.42
2010-02-05,3166.6670357549774,3181.36
2010-02-05,14470.386119652158,16620.73
2010-02-05,61485.07009584262,66322.9
2010-02-05,67658.3104957809,75297.91
2010-02-05,41908.18335611981,52212.32
2010-02-05,3716.1031063309915,4511.33
2010-02-05,32110.283619698654,36705.57
2010-02-05,67637.36653066095,74020.63
2010-02-05,17860.628345400855,19068.21
2010-02-05,10449.18325596013,10365.86
2010-02-05,11910.83821236359,11380.98
2010-02-05,55.477830873928376,59.7
2010-02-05,15667.996639880952,16873.5
2010-02-05,52888.49970293901,54538.9
2010-02-05,78207.00916480657,77349.87
2010-02-05,9294.16698128255,10576.0
2010-02-05,671.3478897856475,22.15
2010-02-05,10773.203005731495,9654.0
2010-02-05,26.779146254970918,110.44
2010-02-05,44353.39564930555,52545.04
2010-02-05,23107.47911707124,26155.76
2010-02-05,18669.636900685142,26617.72
2010-02-05,29175.03551046316,30175.46
2010-02-05,16679.791126976375,16810.35
2010-02-05,1256.3064390171594,925.0
2010-02-05,4751.99949342987,6169.63
2010-02-05,88292.63053162205,76828.94
2010-02-05,10543.1572534761,9035.84
2010-02-05,85512.96063746279,87370.88
2010-02-05,4415.981852332705,4762.5
2010-02-05,3931.261848975772,3893.71
2010-02-05,941.1909865537923,985.6
2010-02-05,15406.079718918576,12645.74
2010-02-05,14888.914899208672,12532.12
2010-02-05,56031.71428250558,74119.96
2010-02-05,99890.73841778275,123071.3
2010-02-05,60473.30844159228,67129.45
2010-02-05,25109.338469354538,23472.62
2010-02-05,5664.643117344448,6138.28
2010-02-05,16755.021279148914,17646.3
2010-02-05,84139.33209746178,89955.29
2010-02-05,21904.257139392674,22419.66
2010-02-05,25784.17399318732,30976.05
2010-02-05,1126.3655997515261,2.0
2010-02-05,561.8551226232621,580.0
2010-02-05,3383.179451479957,3650.13
2010-02-05,8279.819470203218,9198.23
2010-02-05,19701.229880045572,19145.93
2010-02-05,8393.662923297215,8270.49
2010-02-05,2829.3330202578595,4640.0
2010-02-05,5188.710103852772,5972.36
2010-02-05,9055.879808983214,7008.52
2010-02-05,21618.34174386161,26597.1
2010-02-05,23507.33294363839,22422.77
2010-02-05,22088.289923130586,21854.91
2010-02-05,27107.263184244795,26778.0
2010-02-05,9357.327500507658,9960.26
2010-02-05,7092.871063743956,6109.15
2010-02-05,48345.595521856376,52268.55
2010-02-05,14305.98649465216,15831.67
2010-02-05,13.624725701973551,7.5
2010-02-05,154335.06321242562,165765.5
2010-02-05,115757.01658937875,123952.48
2010-02-05,13953.201572149366,13418.73
2010-02-05,14719.500708251951,14979.64
2010-02-05,4904.69438048735,3322.0
2010-02-05,5679.153296473911,4444.58
2010-02-05,3553.367963899158,2972.29
2010-02-05,3959.917144476996,3852.4
2010-02-05,20.906309420767283,2.0
2010-02-05,31.133883766458144,40.98
2010-02-05,2317.2340530162996,2554.33
2010-02-05,158.00994207899916,215.0
2010-02-05,1750.424358770462,1543.0
2010-02-05,4638.251496715728,2774.48
2010-02-05,2391.7739546673483,2143.81
2010-02-05,204.64393265024816,202.63
2010-02-05,2284.0383627493725,1825.31
2010-02-05,1349.306946130662,1856.55
2010-02-05,1186.1471152954102,827.0
2010-02-05,54048.66092908294,63077.83
2010-02-05,239.19651465661187,259.0
2010-02-05,4270.062964419411,4515.46
2010-02-05,508.8138837759836,823.96
2010-02-05,682.7616893524896,860.0
2010-02-05,1657.5440163072853,1630.74
2010-02-05,27221.08958570498,27470.39
2010-02-05,2613.139427695623,3115.0
2010-02-05,20338.924417410708,21103.95
2010-02-05,38811.787315638954,39860.7
2010-02-05,6246.447246454148,5256.3
2010-02-05,2761.9020084510676,3707.61
2010-02-05,9135.598758951823,9803.81
2010-02-05,11856.129550292973,11793.23
2010-02-05,19400.362629650295,23716.37
2010-02-05,8416.28500870187,8532.4
2010-02-05,7959.618542933875,7245.32
2010-02-05,1455.3204398731054,1441.38
2010-02-05,4033.4925529465436,4335.93
2010-02-05,4432.0999625069735,5086.27
2010-02-05,14373.15111735026,16228.37
2010-02-05,6193.270420747303,6343.12
2010-02-05,61869.078613746286,57647.52
2010-02-05,2307.427037409003,2479.26
2010-02-05,2252.423829063779,2056.57
2010-02-05,2424.5295378359842,2335.92
2010-02-05,503.031350246369,292.64
2010-02-05,1489.68726655506,2281.0
2010-02-05,4267.832740905761,6251.72
2010-02-05,1301.9969904518734,1134.0
2010-02-05,128440.99928124995,130722.18
2010-02-05,35998.90242280505,37550.1
2010-02-05,27568.423548564602,28177.56
2010-02-05,18299.854134114583,19366.65
2010-02-05,129.64877142385834,4.22
2010-02-05,2760.7775000406905,2995.98
2010-02-05,9602.90678300549,8862.77
2010-02-05,8107.857022193544,9477.43
2010-02-05,8659.855946599084,10934.88
2010-02-05,10385.150743966238,10919.58
2010-02-05,1275.192616641771,1251.85
2010-02-05,709.689105503627,825.76
2010-02-05,57441.04395343501,88650.28
2010-02-05,12859.300574555895,15034.2
2010-02-05,1323.195158083961,1373.45
2010-02-05,1169.7727994253974,1605.0
2010-02-05,58610.82744313107,54116.37
2010-02-05,15901.635841389974,17435.07
2010-02-05,9048.216156816756,6485.21
2010-02-05,56501.05989029947,69111.88
2010-02-05,80974.65604743305,85812.69
2010-02-05,80298.58556268598,89319.61
2010-02-05,20051.24308478655,18259.07
2010-02-05,3014.65245977977,4667.0
2010-02-05,5869.2747456248435,6504.28
2010-02-05,45982.21922470239,54130.89
2010-02-05,3874.529392054966,5320.0
2010-02-05,1456.3418488522484,2559.5
2010-02-05,115119.53786011908,111554.95
2010-02-05,4467.180837041947,1193.96
2010-02-05,24216.57233722408,23494.81
2010-02-05,843.6220341809667,24.0
2010-02-05,19700.06135918124,20578.79
2010-02-05,1161.6762731323242,1159.71
2010-02-05,8498.299788833861,7043.39
2010-02-05,2578.79428964088,3303.98
2010-02-05,30750.931457829556,31589.44
2010-02-05,6545.791218930197,6771.64
2010-02-05,1000.5603999113052,1644.2
2010-02-05,1087.1179926583427,1026.24
2010-02-05,561.3241644090924,783.2
2010-02-05,8648.282231697203,9935.22
2010-02-05,20132.491340634293,18746.93
2010-02-05,17930.045311872203,16493.61
2010-02-05,304.8390085713522,236.0
2010-02-05,24.83331879138947,11.16
2010-02-05,9422.08227060293,8250.87
2010-02-05,3427.293232270739,4297.26
2010-02-05,20755.441933237224,21911.7
2010-02-05,18303.09392957124,17305.14
2010-02-05,3114.9209602428623,4027.77
2010-02-05,5356.05497068375,3781.94
2010-02-05,2390.2130365106486,2666.88
2010-02-05,25599.062265997036,26344.24
2010-02-05,27142.013452303447,31672.77
2010-02-05,4970.417498738609,5617.9
2010-02-05,33068.45653499348,32058.85
2010-02-05,5463.302089727491,4269.59
2010-02-05,29863.22731431362,32416.6
2010-02-05,5741.948400408063,7564.97
2010-02-05,18083.714140720534,19284.24
2010-02-05,1569.7269636942551,1467.8
2010-02-05,3943.502835379465,4787.5
2010-02-05,14393.162877476283,15031.98
2010-02-05,14560.31978427269,14965.71
2010-02-05,14632.16492375837,16165.24
2010-02-05,4504.64242392113,3855.02
2010-02-05,2872.386310235887,2043.85
2010-02-05,1300.770710622636,1167.0
2010-02-05,33205.750539202,32670.9
2010-02-05,2081.9545337313702,1108.0
2010-02-05,3985.134969604492,3556.79
2010-02-05,23905.528920875193,26618.12
2010-02-05,5230.441272202264,6032.36
2010-02-05,56976.70558909969,73282.66
2010-02-05,7016.749097255161,7389.57
2010-02-05,77150.79588820683,80900.2
2010-02-05,22.285752808411917,-0.04
2010-02-05,4589.576899306524,4889.06
2010-02-05,2755.1111116768966,3509.05
2010-02-05,3833.2492784772608,4246.59
2010-02-05,421.2635571373833,574.0
2010-02-05,3002.8159238368453,2031.37
2010-02-05,960.6461888253345,791.85
2010-02-05,558.0142128555058,605.69
2010-02-05,3259.0589652622766,2449.01
2010-02-05,3493.180416671952,3155.13
2010-02-05,2688.0402683919283,1761.02
2010-02-05,665.4652521258156,576.0
2010-02-05,1099.7917646004812,1078.0
2010-02-05,18929.252721028646,20612.43
2010-02-05,7749.21484525747,8278.26
2010-02-05,95.85350597839982,1.96
2010-02-05,9439.093896077473,9793.38
2010-02-05,1966.3455361541266,2267.02
2010-02-05,29138.909817196807,31983.74
2010-02-05,22963.322558244978,22214.27
2010-02-05,1355.576268979996,851.83
2010-02-05,15965.235035868589,14864.5
2010-02-05,15657.607930106025,19648.5
2010-02-05,7975.172379022507,8863.08
2010-02-05,16027.255301513667,11560.21
2010-02-05,11351.802586669919,7836.99
2010-02-05,2586.3095634804386,2974.0
2010-02-05,114676.20719419645,129530.62
2010-02-05,10486.166416844926,11156.49
2010-02-05,4002.4977808334115,2239.25
2010-02-05,3349.8801382591605,3253.19
2010-02-05,110363.98401990322,166263.81
2010-02-05,110407.65090336683,162497.78
2010-02-05,4940.677585792179,4966.12
2010-02-05,13634.718859095983,15790.5
2010-02-05,22291.240474632625,12239.38
2010-02-05,12870.34233456566,9494.42
2010-02-05,27527.23388927641,29263.04
2010-02-05,23525.669720377595,21081.22
2010-02-05,13175.092583565849,15605.14
2010-02-05,18973.719239629827,21171.41
2010-02-05,3529.603100725446,3396.81
2010-02-05,-2.4683262717341954,1.0
2010-02-05,13310.405976562504,12572.26
2010-02-05,600.9801768747965,1208.5
2010-02-05,20072.158532900852,19325.72
2010-02-05,4498.899883552674,3963.0
2010-02-05,474.7352971773905,161.76
2010-02-05,12.517533170166473,20.94
2010-02-05,14877.119506952196,18990.2
2010-02-05,3154.6369168584915,2630.0
2010-02-05,11450.808931512744,11852.01
2010-02-05,11148.126273995535,11255.49
2010-02-05,12459.073815731963,11771.76
2010-02-05,28023.252283272883,33867.32
2010-02-05,3175.2050772317552,3575.98
2010-02-05,619.2067591255733,357.75
2010-02-05,94.93408561166129,87.26
2010-02-05,23716.465848012765,20304.23
2010-02-05,38106.287288085936,37655.46
2010-02-05,2729.655055344355,2580.8
2010-02-05,33792.43131287204,34870.18
2010-02-05,2939.9336995064873,2932.81
2010-02-05,22554.145933337986,30263.01
2010-02-05,5432.319777035667,3775.38
2010-02-05,32569.34385055493,34932.26
2010-02-05,2553.7489421270457,2633.22
2010-02-05,10852.711329698348,11501.61
2010-02-05,5403.701016729445,4453.59
2010-02-05,7275.836358396497,7757.54
2010-02-05,24225.972940894724,21452.03
2010-02-05,885.3554069846018,1215.0
2010-02-05,49063.109005859376,47359.32
2010-02-05,10338.837430641865,10502.02
2010-02-05,32983.16862462798,37239.25
2010-02-05,6084.720218302408,5480.97
2010-02-05,12863.637184616819,9532.58
2010-02-05,9080.483903686527,7853.86
2010-02-05,855.0549200870574,819.0
2010-02-05,153.24464922805063,166.23
2010-02-05,49506.74043656996,52642.67
2010-02-05,73083.45028022694,68862.68
2010-02-05,7579.62540452939,6871.2
2010-02-05,8135.486367179751,8069.41
2010-02-05,709.7086731921964,809.79
2010-02-05,23433.834520972836,28764.16
2010-02-05,98.12991609809512,69.11
2010-02-05,5046.546881436786,5749.03
2010-02-05,672.2620888893492,634.23
2010-02-05,1556.4346140136718,1788.0
2010-02-05,8727.514350748696,9283.04
2010-02-05,1981.254317545573,1070.0
2010-02-05,3222.1845061480817,2901.41
2010-02-05,1821.290335414342,2051.27
2010-02-05,426.43936871083577,421.61
2010-02-05,65156.77583858817,66687.72
2010-02-05,39107.53074761285,46487.67
2010-02-05,4808.828800913007,4557.44
2010-02-05,22320.606001209075,32016.42
2010-02-05,17699.48312790644,21084.08
2010-02-05,18.031857537488143,7.56
2010-02-05,2587.3402300095327,3027.85
2010-02-05,18075.39868670945,17272.23
2010-02-05,13070.662087646482,15667.72
2010-02-05,509.52968390855335,25.0
2010-02-05,22317.74965329706,24213.18
2010-02-05,191.15254818780082,195.92
2010-02-05,1266.0927619037932,1582.64
2010-02-05,7271.6470295952695,9129.15
2010-02-05,27953.2224188058,26939.43
2010-02-05,3135.110969740126,3666.88
2010-02-05,32243.34472544643,38214.01
2010-02-05,9.812185302978945,3.0
2010-02-05,106.851925048707,114.4
2010-02-05,45008.13033500746,50605.27
2010-02-05,18265.71409820654,17084.47
2010-02-05,13621.030038318455,15473.72
2010-02-05,11497.442544720367,13740.12
2010-02-05,512.3754939738682,553.64
2010-02-05,5049.269790806362,7521.36
2010-02-05,503.0073830433196,558.01
2010-02-05,27469.30724153646,27958.74
2010-02-05,66.05489664769553,94.59
2010-02-05,2304.5335678643123,3384.25
2010-02-12,6855.104495632597,14374.27
2010-02-12,37601.07411774555,40545.09
2010-02-12,4923.629178204248,4834.37
2010-02-12,261.2943297840905,244.5
2010-02-12,30634.628329086056,32405.28
2010-02-12,19724.368900506888,18995.9
2010-02-12,4295.87766146996,3722.11
2010-02-12,35590.046233328685,37734.82
2010-02-12,5695.52390718006,5155.22
2010-02-12,98.50858815356665,78.51
2010-02-12,3514.4239873570027,4195.53
2010-02-12,17256.184475113158,16402.66
2010-02-12,4598.880455059717,4920.98
2010-02-12,26501.16232845053,24267.76
2010-02-12,48588.389926788805,49497.42
2010-02-12,23152.661211821054,22128.18
2010-02-12,44760.15939419022,40140.12
2010-02-12,30099.688258975075,31230.99
2010-02-12,8881.823807965959,8957.69
2010-02-12,663.2372397994995,686.83
2010-02-12,27877.618101446245,24410.86
2010-02-12,8038.155367350259,8464.36
2010-02-12,27265.698317452567,27433.02
2010-02-12,2586.867961704799,4099.41
2010-02-12,14173.107305826821,13972.61
2010-02-12,1608.0404811546684,1601.46
2010-02-12,27.65559178776212,86.87
2010-02-12,39606.4183797433,38759.0
2010-02-12,98878.17713244045,105790.68
2010-02-12,711.0162162814669,949.5
2010-02-12,804.3896368713378,714.77
2010-02-12,39687.41337768943,41097.0
2010-02-12,1537.116350596231,1423.02
2010-02-12,15.575227649556266,14.88
2010-02-12,2845.2793665073946,2320.96
2010-02-12,1315.9543543730233,1216.4
2010-02-12,6337.777566935222,6275.15
2010-02-12,2777.6242429257354,2752.79
2010-02-12,34548.60159760974,34803.69
2010-02-12,4467.8970575968415,4752.0
2010-02-12,130960.03366666667,142037.68
2010-02-12,51641.45584765627,60040.11
2010-02-12,2762.861432419551,2898.54
2010-02-12,20307.621681384862,21216.2
2010-02-12,25687.869543611334,28268.78
2010-02-12,16676.02361749611,19286.0
2010-02-12,315.65653613935194,383.0
2010-02-12,9657.01093102446,9523.44
2010-02-12,11439.077247767858,11418.34
2010-02-12,10520.66548839751,14244.07
2010-02-12,6634.801242402577,6073.94
2010-02-12,451.56537015569774,475.2
2010-02-12,19206.57065971447,18344.81
2010-02-12,12093.723561883835,12674.96
2010-02-12,36076.000615699406,42860.17
2010-02-12,83329.44807635789,88822.93
2010-02-12,767.4943747800796,742.0
2010-02-12,24607.612315786202,23241.13
2010-02-12,251.0340827916463,253.36
2010-02-12,9389.024501840744,8772.96
2010-02-12,6793.518483642579,6521.37
2010-02-12,3013.038953029089,3528.41
2010-02-12,3050.3252827497213,1230.0
2010-02-12,24759.353616815475,25185.19
2010-02-12,426.80388841199124,364.03
2010-02-12,37111.285481212784,37356.66
2010-02-12,1010.0775806979223,140.35
2010-02-12,1748.2133436666816,745.0
2010-02-12,2114.5057741379505,2181.2
2010-02-12,2506.0577232607898,2157.57
2010-02-12,42046.19011328124,39171.36
2010-02-12,30205.924144244484,30667.71
2010-02-12,10149.636819122801,9326.76
2010-02-12,274.9730855616615,313.5
2010-02-12,20697.358513811374,20253.53
2010-02-12,713.1093032182969,315.0
2010-02-12,75007.05356240699,71615.26
2010-02-12,80.61522132030697,134.1
2010-02-12,7884.326250709169,6732.0
2010-02-12,15022.618086728056,14474.3
2010-02-12,2815.6402319045287,3048.46
2010-02-12,6885.244276646204,6505.87
2010-02-12,2999.6652407807846,3159.33
2010-02-12,3800.942687187074,3765.7
2010-02-12,4608.3458855619865,4837.04
2010-02-12,12523.372189214793,11839.66
2010-02-12,5935.244417986189,5244.83
2010-02-12,86173.71830013023,96998.5
2010-02-12,3792.9554488699773,4237.58
2010-02-12,16182.055347458612,19844.95
2010-02-12,112.66792098901202,1.0
2010-02-12,339.2003000793457,299.2
2010-02-12,1183.729758687337,1524.96
2010-02-12,36813.57645334201,35728.26
